243	742
622	500
302	985
244	743
362	501
543	986
245	744
363	502
544	987
246	745
625	503
545	988
623	746
631	504
546	989
624	747
632	505
626	748
638	506
627	749
312	507
639	508
643	509
343	990
344	991
547	992
628	750
548	993
629	751
549	994
630	752
642	510
550	995
633	753
649	511
138	996
634	754
651	512
208	997
635	755
654	513
209	998
311	756
655	514
210	999
636	757
656	515
637	758
657	516
641	759
364	517
365	518
660	519
640	760
644	761
645	762
366	520
646	763
367	521
647	764
181	522
648	765
666	523
650	766
372	524
247	767
373	525
248	768
672	526
249	769
679	527
376	528
377	529
652	770
653	771
86	772
318	530
87	773
684	531
88	774
686	532
89	775
149	533
90	776
150	534
91	777
151	535
659	778
152	536
661	779
153	537
687	538
689	539
664	780
663	781
665	782
688	540
369	783
690	541
370	784
691	542
708	300
371	785
693	543
384	301
669	786
190	544
385	302
316	787
379	545
386	303
670	788
380	546
711	304
121	547
671	789
94	305
703	548
714	306
381	549
716	307
717	308
99	309
374	790
375	791
673	792
707	550
674	793
709	551
675	794
710	552
388	310
677	795
72	553
251	311
678	796
73	554
252	312
680	797
74	555
253	313
681	798
387	556
154	314
186	557
317	799
155	315
712	558
156	316
713	559
157	317
100	318
389	319
715	560
718	561
719	562
130	320
720	563
723	321
721	564
254	322
722	565
255	323
256	324
261	566
724	325
262	567
725	326
263	568
726	327
793	569
391	328
142	329
797	570
799	571
390	330
798	572
727	331
800	573
392	332
801	574
728	333
806	575
729	334
809	576
730	335
413	577
731	336
414	578
26	337
415	579
393	338
394	339
816	580
420	581
395	340
421	582
732	341
419	583
43	342
820	584
294	100
45	343
824	585
42	101
19	344
825	586
488	102
51	345
826	587
991	103
44	346
828	588
992	104
733	347
831	589
336	105
734	348
199	106
735	349
48	107
79	108
105	109
832	590
833	591
736	350
184	592
737	351
837	593
738	352
838	594
84	110
68	111
158	353
131	595
80	112
739	354
842	596
740	355
844	597
1001	113
310	598
741	356
493	114
742	357
132	599
204	115
257	358
494	116
743	359
196	117
495	118
9	119
111	10
59	11
107	12
108	13
109	14
110	15
515	16
6	17
339	18
340	19
744	360
745	361
192	362
206	120
29	121
746	363
747	364
23	122
748	365
36	123
396	366
37	124
14	125
749	367
855	368
38	126
52	369
39	127
40	128
13	129
15	20
341	21
31	22
8	23
58	24
67	25
5	26
4	27
279	28
134	29
857	370
431	371
268	372
33	130
269	373
34	131
866	374
35	132
11	133
868	375
871	376
1007	134
872	377
1008	135
873	378
1009	136
876	379
1010	137
1013	138
315	139
76	30
22	31
49	32
75	33
1	34
54	35
70	36
92	37
93	38
280	39
877	380
159	381
160	382
1014	140
83	383
174	141
882	384
1015	142
884	385
207	143
327	386
136	144
888	387
503	145
891	388
504	146
128	147
892	389
1016	148
1021	149
281	40
282	41
283	42
285	43
144	44
284	45
469	46
102	47
470	48
286	49
894	390
896	391
897	392
297	150
439	393
298	151
440	394
299	152
441	395
300	153
901	396
1022	154
902	397
506	155
101	156
903	398
127	157
904	399
507	158
96	159
3	50
7	51
287	52
953	53
46	54
959	55
960	56
135	57
288	58
145	59
1023	160
511	161
1028	162
1029	163
1030	164
1031	165
330	166
273	167
274	168
275	169
56	60
328	61
961	62
962	63
66	64
473	65
963	66
964	67
62	68
965	69
929	170
933	171
459	172
938	173
460	174
941	175
940	176
61	177
161	178
162	179
966	70
103	71
289	72
290	73
291	74
123	75
975	76
81	77
332	78
976	79
188	180
319	181
133	182
951	183
164	184
165	185
166	186
163	187
32	188
467	189
17	80
104	81
977	82
482	83
200	84
16	85
978	86
979	87
980	88
24	89
468	190
117	191
85	192
82	193
118	194
119	195
120	196
956	197
191	198
471	199
201	90
988	91
989	92
202	93
485	94
486	95
487	96
990	97
71	98
293	99
